Name,Address,Zipcode,Zip,City,County,State,Country,Timezone,Area Code
Batesburg/Leesville Clinic,Adult Service Clinic119 Malibu DriveBatesburg, SC 29006,29006,Batesburg,Lexington,South Carolina,US,America/New_York,"8,03,864"
Beaufort Memorial Hospital,Mental Health Services955 Ribaut RoadBeaufort, SC 29902,29902,Beaufort,Beaufort,South Carolina,US,America/New_York,"8,03,843"
Coastal Empire Community MH Center,Beaufort Mental Health Clinic1050 Ribaut RoadBeaufort, SC 29902,29902,Beaufort,Beaufort,South Carolina,US,America/New_York,"8,03,843"
Coastal Empire Community MH Center,Harrington Place1211 Harrington StreetBeaufort, SC 29902,29902,Beaufort,Beaufort,South Carolina,US,America/New_York,"8,03,843"
Ralph H Johnson VAMC,Beaufort Clinic1 Pickney BoulevardP.O. Box 6038-BBeaufort, SC 29902,29902,Beaufort,Beaufort,South Carolina,US,America/New_York,"8,03,843"
Tri County Community Mental Health,CtrMarlboro County Clinic1035 Cheraw StreetBennettsville, SC 29512,29512,Bennettsville,Marlboro,South Carolina,US,America/New_York,843
Kershaw County Mental Health Clinic,2611 Liberty Hill RoadCamden, SC 29020,29020,Camden,Kershaw,South Carolina,US,America/New_York,803
Charleston/Dorchester MH Center,Assessment/Mobile Crisis (A/MC)2100 Charlie Hall BoulevardCharleston, SC 29414,29414,Charleston,Charleston,South Carolina,US,America/New_York,"8,03,843"
Charleston/Dorchester MH Center,Charleston Clinic2100 Charlie Hall BoulevardCharleston, SC 29414,29414,Charleston,Charleston,South Carolina,US,America/New_York,"8,03,843"
F67 SP,Medical University of South CarolinaInstitute of Psychiatry67 President StreetCharleston, SC 29425,29425,Charleston,Charleston,South Carolina,US,America/New_York,843
Ralph H Johnson VAMC,Mental Health Service Line109 Bee StreetCharleston, SC 29401,29401,Charleston,Charleston,South Carolina,US,America/New_York,843
Trident Medical Center,Lowcountry Transitions9330 Medical Plaza DriveCharleston, SC 29406,29406,Charleston,Charleston,South Carolina,US,America/New_York,843
Catawba Community Mental Health,CenterChester Clinic524 Doctors CourtChester, SC 29706,29706,Chester,Chester,South Carolina,US,America/New_York,803
Tri County Mental Health Center,Chesterfield Clinic207 Commerce AvenueChesterfield, SC 29709,29709,Chesterfield,Chesterfield,South Carolina,US,America/New_York,843
Beckman Center for Mental Health,Laurens Clinic442 Professional Park RoadClinton, SC 29325,29325,Clinton,Laurens,South Carolina,US,America/New_York,864
Bryan Psychiatric Hospital Hall Inst,Child and Adolescent Services220 Faison DriveColumbia, SC 29203,29203,Columbia,Richland,South Carolina,US,America/New_York,803
Columbia Area Mental Health Center,Adult Clinic Services2000 Hampton StreetSuite 3116Columbia, SC 29204,29204,Columbia,Richland,South Carolina,US,America/New_York,803
Columbia Area Mental Health Center,Adult Intensive Services2715 Colonial DriveColumbia, SC 29203,29203,Columbia,Richland,South Carolina,US,America/New_York,803
Columbia Area Mental Health Center,Behavioral Therapy Program2715 Colonial DriveSuite 100Columbia, SC 29203,29203,Columbia,Richland,South Carolina,US,America/New_York,803
Columbia Area Mental Health Center,Child and Adolescent2715 Colonial DriveSuite 100Columbia, SC 29203,29203,Columbia,Richland,South Carolina,US,America/New_York,803
Columbia Area Mental Health Center,Independence House Clubhouse1135 Carter StreetColumbia, SC 29204,29204,Columbia,Richland,South Carolina,US,America/New_York,803
Columbia Area Mental Health Center,Insights Young Adult Program90 Brighton Hill RoadColumbia, SC 29223,29223,Columbia,Richland,South Carolina,US,America/New_York,803
Columbia Area Mental Health Center,Mental Health Court2715 Colonial DriveSuite 200-AColumbia, SC 29203,29203,Columbia,Richland,South Carolina,US,America/New_York,803
Columbia Regional Care Center,7901 Farrow RoadColumbia, SC 29203,29203,Columbia,Richland,South Carolina,US,America/New_York,803
G Werber Bryan Psychiatric Hospital,220 Faison DriveColumbia, SC 29203,29203,Columbia,Richland,South Carolina,US,America/New_York,803
Palmetto Health Baptist Columbia,Behavioral Care Services1301 Taylor StreetColumbia, SC 29220,29220,Columbia,Lexington,South Carolina,US,America/New_York,803
Palmetto Health Richland Springs,11 Medical Park3301 Harden StreetColumbia, SC 29203,29203,Columbia,Richland,South Carolina,US,America/New_York,803
Palmetto Health Richland Springs,5 Richland Medical Park DriveColumbia, SC 29203,29203,Columbia,Richland,South Carolina,US,America/New_York,803
University of South Carolina,Psychology Services Center2221 Devine StreetSuite 100Columbia, SC 29205,29205,Columbia,Richland,South Carolina,US,America/New_York,803
Lighthouse Care Center of Conway,152 Waccamaw Medical Park DriveConway, SC 29526,29526,Conway,Horry,South Carolina,US,America/New_York,"8,43,803"
F28 F30 F36 F66 SP,Waccamaw Mental Health CenterHorry County Clinic164 Waccamaw Medical Park DriveConway, SC 29526,29526,Conway,Horry,South Carolina,US,America/New_York,"8,43,803"
McLeod Medical Center/Darlington,Behavioral Health701 Cashua Ferry RoadDarlington, SC 29532,29532,Darlington,Darlington,South Carolina,US,America/New_York,843
Bamberg County Clinic,5573 Carolina HighwayDenmark, SC 29042,29042,Denmark,Bamberg,South Carolina,US,America/New_York,803
Tri County Mental Health Center,Dillon Clinic1324 Commerce DriveDillon, SC 29536,29536,Dillon,Dillon,South Carolina,US,America/New_York,"8,43,803"
Anderson/Oconee/Pickens Comm MH,CtrPickens Clinic337 West Main StreetEasley, SC 29640,29640,Easley,Pickens,South Carolina,US,America/New_York,864
Beckman Center for Mental Health,Edgefield Clinic409 Simpkins StreetEdgefield, SC 29824,29824,Edgefield,Edgefield,South Carolina,US,America/New_York,803
Burgess Residential Care Facility,2591 South Brehenan DriveFlorence, SC 29505,29505,Florence,Florence,South Carolina,US,America/New_York,843
Pee Dee Mental Health Center,Executive Offices125 East Cheves StreetFlorence, SC 29506,29506,Florence,Florence,South Carolina,US,America/New_York,843
Cherokee Mental Health Center,125 East Robinson StreetGaffney, SC 29340,29340,Gaffney,Cherokee,South Carolina,US,America/New_York,864
Lexington County CMHC,Gaston Clinic3965 Fish Hatchery RoadGaston, SC 29053,29053,Gaston,Lexington,South Carolina,US,America/New_York,803
Georgetown County Clinic,525 Lafayette CircleGeorgetown, SC 29440,29440,Georgetown,Georgetown,South Carolina,US,America/New_York,843
Greenville Mental Health Center,124 Mallard StreetGreenville, SC 29601,29601,Greenville,Greenville,South Carolina,US,America/New_York,"8,03,864"
Marshall I Pickens Hospital,Greenville Memorial Medical Campus701 Grove RoadGreenville, SC 29605,29605,Greenville,Greenville,South Carolina,US,America/New_York,864
William Jennings Bryan Dorn VAMC,Greenville Clinic41 Park Creek DriveGreenville, SC 29605,29605,Greenville,Greenville,South Carolina,US,America/New_York,864
Beckman Center for Mental Health Servs,Greenwood Clinic1547 ParkwayGreenwood, SC 29646,29646,Greenwood,Greenwood,South Carolina,US,America/New_York,864
Carolina Center for Behavioral Health,2700 East Phillips RoadGreer, SC 29650,29650,Greer,Greenville,South Carolina,US,America/New_York,864
Greer Mental Health Clinic,Piedmont Center for MH Services220 Executive DriveGreer, SC 29651,29651,Greer,Greenville,South Carolina,US,America/New_York,864
Pee Dee Mental Health Center,Darlington County Office900 South 4th StreetHartsville, SC 29550,29550,Hartsville,Darlington,South Carolina,US,America/New_York,"8,43,803"
Coastal Empire Community MH Ctr,Hilton Head Mental Health Clinic151 Dillon RoadHilton Head Island, SC 29926,29926,Hilton Head Island,Beaufort,South Carolina,US,America/New_York,843
Orangeburg County Mental Health,Holly Hill Clinic1375 Gilway ExtensionHolly Hill, SC 29059,29059,Holly Hill,Orangeburg,South Carolina,US,America/New_York,803
Turning Point CRCF,820 Toms Creek RoadHopkins, SC 29061,29061,Hopkins,Richland,South Carolina,US,America/New_York,803
Waccamaw Center for Mental Health,Williamsburg Clinic501 Nelson BoulevardKingstree, SC 29556,29556,Kingstree,Williamsburg,South Carolina,US,America/New_York,843
Willowglen Academy,Psych Residential Treatment Fac1370 Williamsburg County HighwayNorthKingstree, SC 29556,29556,Kingstree,Williamsburg,South Carolina,US,America/New_York,843
Lake City Mental Health Clinic,675 North Matthews RoadLake City, SC 29560,29560,Lake City,Florence,South Carolina,US,America/New_York,843
Rebound Behavioral Health,134 East Rebound RoadLancaster, SC 29720,29720,Lancaster,Lancaster,South Carolina,US,America/New_York,803
Lexington Cnty Comm Mental Health Ctr,Adult Clinic/Emergency Services301 A Palmeeto Park BoulevardLexington, SC 29072,29072,Lexington,Lexington,South Carolina,US,America/New_York,803
Lexington Cnty Comm Mental Health Ctr,Child/Adol and Family Services305 Palmetto Park BoulevardLexington, SC 29072,29072,Lexington,Lexington,South Carolina,US,America/New_York,803
Lexington Cnty Comm Mental Health Ctr,Lexington Adult Servs and Emerg Servs301 Palmetto Park BoulevardLexington, SC 29072,29072,Lexington,Lexington,South Carolina,US,America/New_York,803
Clarendon County Clinic,215 Commerce StreetManning, SC 29102,29102,Manning,Clarendon,South Carolina,US,America/New_York,803
Santee/Wateree Mental Health Center,Clarendon County Clinic215 Commerce StreetManning, SC 29102,29102,Manning,Clarendon,South Carolina,US,America/New_York,803
Marion County Clinic,1100 South Main StreetMarion, SC 29571,29571,Marion,Marion,South Carolina,US,America/New_York,843
Beckman Center for Mental Health,McCormick Clinic202 Highway 28 NorthMcCormick, SC 29835,29835,Mc Cormick,McCormick,South Carolina,US,America/New_York,"8,64,803"
Berkeley Community Mental Health Ctr,403 Stony Landing RoadMoncks Corner, SC 29461,29461,Moncks Corner,Berkeley,South Carolina,US,America/New_York,843
Beckman Center for Mental Health,Newberry Clinic2043 Medical Park DriveNewberry, SC 29108,29108,Newberry,Newberry,South Carolina,US,America/New_York,803
Aiken/Barnwell Mental Health Center,Hartzog Center431 West Martintown RoadNorth Augusta, SC 29841,29841,North Augusta,Aiken,South Carolina,US,America/New_York,803
Palmetto Lowcountry Behavioral Health,2777 Speissegger DriveNorth Charleston, SC 29405,29405,North Charleston,Charleston,South Carolina,US,America/New_York,843
Orangeburg Area Mental Health Center,2319 Saint Matthews RoadOrangeburg, SC 29118,29118,Orangeburg,Orangeburg,South Carolina,US,America/New_York,803
Regional Medical Center,Behavioral Health3000 Saint Matthews RoadOrangeburg, SC 29118,29118,Orangeburg,Orangeburg,South Carolina,US,America/New_York,803
Coastal Empire Community MH Ctr,Jasper County Mental Health Clinic1510 Grays HighwayRidgeland, SC 29936,29936,Ridgeland,Jasper,South Carolina,US,America/New_York,"8,03,843"
Catawba Community Mental Health,CenterCatawba Family Center448 Lake Shore ParkwaySuite 110Rock Hill, SC 29732,29732,Rock Hill,York,South Carolina,US,America/New_York,803
Catawba Community Mental Health,CenterYork Adult Services205 Piedmont BoulevardRock Hill, SC 29732,29732,Rock Hill,York,South Carolina,US,America/New_York,803
New Hope Carolinas Inc,101 Sedgewood DriveRock Hill, SC 29732,29732,Rock Hill,York,South Carolina,US,America/New_York,803
Piedmont Medical Center,Center for Psychiatry222 South Herlong AvenueRock Hill, SC 29732,29732,Rock Hill,York,South Carolina,US,America/New_York,803
Orangeburg Area Mental Health Center,Calhoun County Clinic112 Guess LaneSaint Matthews, SC 29135,29135,Saint Matthews,Calhoun,South Carolina,US,America/New_York,803
Anderson/Oconee/Pickens Comm MH,CtrFoothills Center for Recovery115 Carter Park DriveSeneca, SC 29678,29678,Seneca,Oconee,South Carolina,US,America/New_York,864
Excalibur Youth Services LLC,DBA Venice PRTF3683 South Industrial DriveSimpsonville, SC 29681,29681,Simpsonville,Greenville,South Carolina,US,America/New_York,864
Mary Black Health System,1700 Skylyn DriveSpartanburg, SC 29307,29307,Spartanburg,Spartanburg,South Carolina,US,America/New_York,864
Spartanburg Area Mental Health Center,250 Dewey AvenueSpartanburg, SC 29303,29303,Spartanburg,Spartanburg,South Carolina,US,America/New_York,"8,03,864"
Spartanburg Regional Medical Center,Behavioral Health Services101 East Wood StreetSpartanburg, SC 29303,29303,Spartanburg,Spartanburg,South Carolina,US,America/New_York,"8,03,864"
Charleston/Dorchester CDMHC,Dorchester County Mental Health106 Springview LaneSummerville, SC 29485,29485,Summerville,Dorchester,South Carolina,US,America/New_York,843
Palmetto Summerville Behavioral Health,225 Midland ParkwaySummerville, SC 29485,29485,Summerville,Dorchester,South Carolina,US,America/New_York,843
Santee/Wateree CMHC,Carolina Place215 North Magnolia StreetSumter, SC 29150,29150,Sumter,Sumter,South Carolina,US,America/New_York,"8,03,843"
Santee/Wateree Mental Health Center,Children Adolescents and Families1175 North Guignard DriveSumter, SC 29150,29150,Sumter,Sumter,South Carolina,US,America/New_York,"8,03,843"
Santee/Wateree Mental Health Center,Elder Services215 North Magnolia StreetSumter, SC 29151,29151,Sumter,Sumter,South Carolina,US,America/New_York,803
Santee/Wateree Mental Health Center,Sumter Clinic215 North Magnolia StreetSumter, SC 29151,29151,Sumter,Sumter,South Carolina,US,America/New_York,803
SpringBrook Behavioral Health System,1 Havenwood LaneTravelers Rest, SC 29690,29690,Travelers Rest,Greenville,South Carolina,US,America/New_York,864
Coastal Empire Community MH Ctr,Hampton County Mental Health Clinic65 Forest DriveVarnville, SC 29944,29944,Varnville,Hampton,South Carolina,US,America/New_York,"8,03,843"
Coastal Empire Community MH Ctr,Colleton County Area Office507 Forest CircleWalterboro, SC 29488,29488,Walterboro,Colleton,South Carolina,US,America/New_York,"8,03,843"
Colleton Medical Center,501 Robertson BoulevardWalterboro, SC 29488,29488,Walterboro,Colleton,South Carolina,US,America/New_York,"8,03,843"
Columbia Area Mental Health Center,Fairfield County Clinic1073 U.S. Highway 321 Bypass SouthWinnsboro, SC 29180,29180,Winnsboro,Fairfield,South Carolina,US,America/New_York,803
Avera Saint Lukes,Behavioral Health Unit305 South State StreetAberdeen, SD 57401,57401,Aberdeen,Brown,South Dakota,US,America/Chicago,605
Lutheran Social Services of SD,Aberdeen Area Counseling Center110 6th Avenue SESuite 200Aberdeen, SD 57401,57401,Aberdeen,Brown,South Dakota,US,America/Chicago,605
Northeastern Mental Health Center,Main Center14 South Main StreetSuite 1-EAberdeen, SD 57401,57401,Aberdeen,Brown,South Dakota,US,America/Chicago,605
East Central Behavioral Health,211 4th StreetBrookings, SD 57006,57006,Brookings,Brookings,South Dakota,US,America/Chicago,605
Lutheran Social Services of SD,Brookings Satellite Office752 22nd Avenue SouthSuite E-2Brookings, SD 57006,57006,Brookings,Brookings,South Dakota,US,America/Chicago,605
Community Counseling Services,Outreach Program218 East 2nd AvenueFlandreau, SD 57028,57028,Flandreau,Moody,South Dakota,US,America/Chicago,605
VA Black Hills Healthcare System,Fort Meade Campus113 Comanche RoadFort Meade, SD 57741,57741,Fort Meade,Meade,South Dakota,US,America/Denver,605
Behavior Management Systems,Satellite OfficeCanyon View CircleSuite 3Hot Springs, SD 57747,57747,Hot Springs,Fall River,South Dakota,US,America/Denver,605
VA Black Hills Healthcare System,Hot Springs Campus500 North 5th StreetMHS 3Hot Springs, SD 57747,57747,Hot Springs,Fall River,South Dakota,US,America/Denver,605
Community Counseling Services,Outreach Program208 South Main StreetHoward, SD 57349,57349,Howard,Miner,South Dakota,US,America/Chicago,605
Community Counseling Services,357 Kansas Avenue SEHuron, SD 57350,57350,Huron,Beadle,South Dakota,US,America/Chicago,605
Community Counseling Services,Bradfield/Leary Center317 Iowa Avenue SEHuron, SD 57350,57350,Huron,Beadle,South Dakota,US,America/Chicago,605
Three Rivers MH/CD Center,11 4th Street EastLemmon, SD 57638,57638,Lemmon,Perkins,South Dakota,US,0,"7,01,605"
Community Counseling Services,Madison914 NE 3rd StreetMadison, SD 57042,57042,Madison,Lake,South Dakota,US,America/Chicago,605
Community Counseling Services,Outreach Servs/Hand County Memorial300 West 5th StreetMiller, SD 57362,57362,Miller,Hand,South Dakota,US,America/Chicago,605
Abbott House,909 Court Merrill StreetMitchell, SD 57301,57301,Mitchell,Davison,South Dakota,US,0,605
Dakota Counseling Institute,910 West Havens AvenueMitchell, SD 57301,57301,Mitchell,Davison,South Dakota,US,0,605
Lutheran Social Services of SD,Mitchell Satellite Office403 North Lawler StreetMitchell, SD 57301,57301,Mitchell,Davison,South Dakota,US,0,605
Northeastern Mental Health Center,Mobridge Clinic210 East Grand CrossingMobridge, SD 57601,57601,Mobridge,Walworth,South Dakota,US,America/Chicago,605
Capital Area Counseling Services,803 East Dakota AvenuePierre, SD 57501,57501,Pierre,Hughes,South Dakota,US,0,605
Capital Area Counseling Services,Bettys Place803 North Euclid AvenuePierre, SD 57501,57501,Pierre,Hughes,South Dakota,US,0,605
Capital Area Counseling Services,CARE Center115 South Huron StreetPierre, SD 57501,57501,Pierre,Hughes,South Dakota,US,0,605
Capital Area Counseling Services,Childrens Services2510 East Franklin StreetPierre, SD 57501,57501,Pierre,Hughes,South Dakota,US,0,605
Clinicare Corporation,Aurora Plains Academy1400 East 10th StreetPlankinton, SD 57368,57368,Plankinton,Aurora,South Dakota,US,America/Chicago,605
Behavior Management Systems,350 Elk StreetRapid City, SD 57701,57701,Rapid City,Pennington,South Dakota,US,America/Denver,605
Behavior Management Systems,Mainstream Residential121 North StreetRapid City, SD 57701,57701,Rapid City,Pennington,South Dakota,US,America/Denver,605
Behavior Management Systems,Mainstream and IMPACT West111 North StreetRapid City, SD 57701,57701,Rapid City,Pennington,South Dakota,US,America/Denver,605
Childrens Home Society of SD,Black Hills Childrens Home24100 South Rockerville RoadRapid City, SD 57702,57702,Rapid City,Pennington,South Dakota,US,America/Denver,605
Lutheran Social Services of SD,Rapid City Area Counseling Center2920 Sheridan Lake RoadRapid City, SD 57702,57702,Rapid City,Pennington,South Dakota,US,America/Denver,605
Northeastern Mental Health Center,Redfield Clinic1005 West 1st StreetSuite 4-BRedfield, SD 57469,57469,Redfield,Spink,South Dakota,US,0,605
PHS Indian Hospital,400 Soldier Creek RoadHighway 18Rosebud, SD 57570,57570,Rosebud,Todd,South Dakota,US,America/Denver,605
Avera McKennan Behavioral Health Ctr,Avera Professional Plaza/Outpatient2412 South Cliff AvenueSuite 100Sioux Falls, SD 57105,57105,Sioux Falls,Minnehaha,South Dakota,US,America/Chicago,605
Avera McKennan Behavioral Health Ctr,Inpatient Services4400 West 69th StreetSuite 100Sioux Falls, SD 57108,57108,Sioux Falls,Lincoln,South Dakota,US,America/Chicago,605
Catholic Family Services,523 North Duluth AvenueSioux Falls, SD 57104,57104,Sioux Falls,Minnehaha,South Dakota,US,America/Chicago,605
Childrens Home Society of SD,Sioux Falls Childrens Home801 North Sycamore AvenueSioux Falls, SD 57101,57101,Sioux Falls,Yankton,South Dakota,US,America/Chicago,605
Lutheran Social Services of SD,Sioux Falls Area Counseling Center705 East 41st StreetSuite 100Sioux Falls, SD 57105,57105,Sioux Falls,Minnehaha,South Dakota,US,America/Chicago,605
Lutheran Social Services of SD,Summit Oaks Center621 East Presentation StreetSioux Falls, SD 57104,57104,Sioux Falls,Minnehaha,South Dakota,US,America/Chicago,605
Sioux Falls VAHCS,Mental Health2501 West 22nd StreetSioux Falls, SD 57117,57117,Sioux Falls,Minnehaha,South Dakota,US,America/Chicago,605
Southeastern Behavioral Healthcare,Community Support Services100 West 5th StreetSioux Falls, SD 57104,57104,Sioux Falls,Minnehaha,South Dakota,US,America/Chicago,605
Southeastern Behavioral Healthcare,Counseling and Childrens Services2000 South Summit AvenueSioux Falls, SD 57105,57105,Sioux Falls,Minnehaha,South Dakota,US,America/Chicago,605
Behavior Management System,Northern Hills623 Dahl RoadSpearfish, SD 57783,57783,Spearfish,Lawrence,South Dakota,US,America/Denver,605
Lutheran Social Services of SD,Watertown Area Counseling Center1424 9th Avenue SESuite 7Watertown, SD 57201,57201,Watertown,Codington,South Dakota,US,America/Chicago,605
Northeastern Mental Health Center,Webster Clinic101 West 11th AvenueWebster, SD 57274,57274,Webster,Day,South Dakota,US,America/Chicago,605
Lewis and Clark Behavioral Hlth Servs,1028 Walnut StreetYankton, SD 57078,57078,Yankton,Yankton,South Dakota,US,America/Chicago,"6,05,402"
Cherokee Health Systems,Maryville Office255 East Watt StreetAlcoa, TN 37701,37701,Alcoa,Blount,Tennessee,US,America/New_York,865
Shelby County Schools,Mental Health Center2800 Grays Creek DriveArlington, TN 38002,38002,Arlington,Shelby,Tennessee,US,0,901
Oak Plains Academy,1751 Oak Plains RoadAshland City, TN 37015,37015,Ashland City,Cheatham,Tennessee,US,0,"6,15,931"
Psychiatrist Services of East TN,Restoration Counseling Services744 Tell StreetSuite 100Athens, TN 37303,37303,Athens,McMinn,Tennessee,US,America/New_York,423
Volunteer BH Care System,Hiwassee Mental Health Center1805 Ingleside AvenueAthens, TN 37303,37303,Athens,McMinn,Tennessee,US,America/New_York,423
Cherokee Health Systems,Bean Station Office1285 Highway 11 WestBean Station, TN 37708,37708,Bean Station,Grainger,Tennessee,US,America/New_York,865
Cherokee Health Systems,Blaine Office180 Emory RoadBlaine, TN 37709,37709,Blaine,Grainger,Tennessee,US,America/New_York,865
Camelot Care Centers,Bolivar111 North Main StreetBolivar, TN 38008,38008,Bolivar,Hardeman,Tennessee,US,America/Chicago,731
Quinco Community Mental Health,Center10710 Old Highway 64Bolivar, TN 38008,38008,Bolivar,Hardeman,Tennessee,US,America/Chicago,731
Frontier Health,Bristol Regional Counseling Center26 Midway StreetBristol, TN 37620,37620,Bristol,Sullivan,Tennessee,US,America/New_York,423
Tennessee Community Support Services,266 North StreetBristol, TN 37620,37620,Bristol,Sullivan,Tennessee,US,America/New_York,423
Pathways Haywood County Office,1120 Tammbell StreetBrownsville, TN 38012,38012,Brownsville,Haywood,Tennessee,US,America/Chicago,"7,31,901"
Professional Care Services Inc,Brownsville130 West Main StreetBrownsville, TN 38012,38012,Brownsville,Haywood,Tennessee,US,America/Chicago,"7,31,901"
Carey Counseling Center Inc,300 Highway 641 NorthCamden, TN 38320,38320,Camden,Benton,Tennessee,US,America/Chicago,731
Riverview Regional Medical Center,158 Hospital DriveCarthage, TN 37030,37030,Carthage,Smith,Tennessee,US,America/Chicago,615
Camelot of Southeastern TN,5720 Uptain RoadBuilding 6100 Suite 4900Chattanooga, TN 37411,37411,Chattanooga,Hamilton,Tennessee,US,America/New_York,423
Erlanger Medical Center,North Campus632 Morrison Springs RoadChattanooga, TN 37415,37415,Chattanooga,Hamilton,Tennessee,US,America/New_York,423
Health Connect America Inc,2115 Chapman RoadSuite 115Chattanooga, TN 37421,37421,Chattanooga,Hamilton,Tennessee,US,America/New_York,423
Helen Ross McNabb Center,6055 Shallowford RoadChattanooga, TN 37421,37421,Chattanooga,Hamilton,Tennessee,US,America/New_York,423
Helen Ross McNabb Center,Adult Services601 Cumberland StreetChattanooga, TN 37404,37404,Chattanooga,Hamilton,Tennessee,US,America/New_York,423
Helen Ross McNabb Center,Bailey Home1408 Bailey AvenueChattanooga, TN 37404,37404,Chattanooga,Hamilton,Tennessee,US,America/New_York,423
Helen Ross McNabb Center,Old Ringgold Mens Home1510 Old Ringgold RoadChattanooga, TN 37404,37404,Chattanooga,Hamilton,Tennessee,US,America/New_York,423
Moccasin Bend Mental Health Institute,100 Moccasin Bend RoadChattanooga, TN 37405,37405,Chattanooga,Hamilton,Tennessee,US,America/New_York,423
Parkridge Valley Hospital,Child and Adolescent Campus2200 Morris Hill RoadChattanooga, TN 37421,37421,Chattanooga,Hamilton,Tennessee,US,America/New_York,423
Volunteer BH Care Systems,Johnson Mental Health Center420 Bell AvenueChattanooga, TN 37405,37405,Chattanooga,Hamilton,Tennessee,US,America/New_York,423
Behavioral Healthcare Center at,Clarksville930 Professional Park DriveClarksville, TN 37040,37040,Clarksville,Montgomery,Tennessee,US,America/Chicago,"6,15,931"
Harriet Cohn Center,511 8th StreetClarksville, TN 37040,37040,Clarksville,Montgomery,Tennessee,US,America/Chicago,"6,15,931"
Health Connect America/Clarksville,1820 Memorial DriveSuite 203Clarksville, TN 37043,37043,Clarksville,Montgomery,Tennessee,US,America/Chicago,"9,31,615"
Camelot Care Centers Cleveland,2306 Guthrie Avenue NWCleveland, TN 37311,37311,Cleveland,Bradley,Tennessee,US,America/New_York,423
Tennova Healthcare Cleveland,Pine Ridge Treatment Center2800 Westside Drive NWCleveland, TN 37312,37312,Cleveland,Bradley,Tennessee,US,America/New_York,423
Volunteer BH Care System,Hiwassee Mental Health Center940 South Ocoee StreetCleveland, TN 37311,37311,Cleveland,Bradley,Tennessee,US,America/New_York,423
Youth Counseling Services,423 Central Avenue NWCleveland, TN 37311,37311,Cleveland,Bradley,Tennessee,US,America/New_York,423
Behavioral Healthcare Center at,Columbia1400 Rosewood DriveColumbia, TN 38401,38401,Columbia,Maury,Tennessee,US,America/Chicago,"9,31,615"
Camelot of Mid South TN,230 East James Campbell BoulevardSuite 103Columbia, TN 38401,38401,Columbia,Maury,Tennessee,US,America/Chicago,"9,31,615"
Centerstone Maury County,1222 Medical Center DriveColumbia, TN 38401,38401,Columbia,Maury,Tennessee,US,America/Chicago,"9,31,615"
Kings Daughters School Center for,Autism900 Trotwood AvenueColumbia, TN 38401,38401,Columbia,Maury,Tennessee,US,America/Chicago,"9,31,615"
Generations Mental Health Center,Cookeville1101 Neal StreetSuite 101Cookeville, TN 38501,38501,Cookeville,Putnam,Tennessee,US,America/Chicago,"61,59,31,901"
Health Connect America Cookeville,2370 Quinland Lake RoadSuite 115Cookeville, TN 38506,38506,Cookeville,Putnam,Tennessee,US,America/Chicago,931
Volunteer BH Care System,Plateau Mental Health Center1200 South Willow AvenueCookeville, TN 38506,38506,Cookeville,Putnam,Tennessee,US,America/Chicago,931
Health Quest,8130 Country Village DriveSuite 103Cordova, TN 38016,38016,Cordova,Shelby,Tennessee,US,America/Chicago,901
Transformation Center and Associates,1088 Rogers RoadCordova, TN 38018,38018,Cordova,Shelby,Tennessee,US,America/Chicago,901
Camelot Care Centers,Covington907 Highway 51 SouthCovington, TN 38019,38019,Covington,Tipton,Tennessee,US,America/Chicago,901
Professional Care Services Inc,1997 Highway 51 SouthCovington, TN 38019,38019,Covington,Tipton,Tennessee,US,America/Chicago,901
Volunteer BH Care Systems,Cumberland Mountain MH Center4325 Highway 127 NorthCrossville, TN 38571,38571,Crossville,Cumberland,Tennessee,US,America/Chicago,931
Volunteer BH Care Systems,Rhea County Mental Health Center7200 Rhea County HighwayDayton, TN 37321,37321,Dayton,Rhea,Tennessee,US,0,423
Quinco Community MH Center,Decatur County Counseling Center259 West Main StreetP.O. Box 395Decaturville, TN 38329,38329,Decaturville,Decatur,Tennessee,US,America/Chicago,731
Centerstone Dickson,721 Highway 46 SouthDickson, TN 37055,37055,Dickson,Dickson,Tennessee,US,America/Chicago,"6,15,931"
McDowell Center for Children,711 Highway 51Dyersburg, TN 38024,38024,Dyersburg,Dyer,Tennessee,US,America/Chicago,731
Pathways Dyer County Office,2035 Saint John AvenueDyersburg, TN 38024,38024,Dyersburg,Dyer,Tennessee,US,America/Chicago,731
Professional Care Services Inc,Dyersburg2380 Henry StreetDyersburg, TN 38024,38024,Dyersburg,Dyer,Tennessee,US,America/Chicago,731
Frontier Health Charlotte Taylor Ctr,426 East G StreetElizabethton, TN 37643,37643,Elizabethton,Carter,Tennessee,US,America/New_York,423
Sycamore Shoals Hosp Behavioral Health,New Leaf Senior Care1501 West Elk AvenueElizabethton, TN 37643,37643,Elizabethton,Carter,Tennessee,US,America/New_York,423
Cherokee Health Systems,3360 Highway 411 NorthEnglewood, TN 37329,37329,Englewood,McMinn,Tennessee,US,0,423
Frontier Health Erwin MH Center,218 North Main AvenueErwin, TN 37650,37650,Erwin,Unicoi,Tennessee,US,0,423
Starr Regional Hospital,886 Highway 411 NorthEtowah, TN 37331,37331,Etowah,McMinn,Tennessee,US,America/New_York,423
Center for Living and Learning,1949 Old Hillsboro RoadFranklin, TN 37064,37064,Franklin,Williamson,Tennessee,US,America/Chicago,615
LifeCare Family Services,3983 Carothers ParkwaySuite E-2Franklin, TN 37067,37067,Franklin,Williamson,Tennessee,US,America/Chicago,615
