State,Type,County,,Motivation,Crime Count
Oregon,Cities,Newberg-Dundee,,Gender Identity,0
Oregon,Cities,Newberg-Dundee,,1st Quarter,0
Oregon,Cities,Newberg-Dundee,,2nd Quarter,0
Oregon,Cities,Newberg-Dundee,,3rd Quarter,1
Oregon,Cities,Newberg-Dundee,,4th Quarter,0
Oregon,Cities,Newport,,Ancestry,2
Oregon,Cities,Newport,,Religion,0
Oregon,Cities,Newport,,Sexual orientation,0
Oregon,Cities,Newport,,Disability,0
Oregon,Cities,Newport,,Gender,0
Oregon,Cities,Newport,,Gender Identity,0
Oregon,Cities,Newport,,1st Quarter,2
Oregon,Cities,Newport,,2nd Quarter,0
Oregon,Cities,Newport,,3rd Quarter,0
Oregon,Cities,Newport,,4th Quarter,0
Oregon,Cities,North Bend2,,Ancestry,4
Oregon,Cities,North Bend2,,Religion,0
Oregon,Cities,North Bend2,,Sexual orientation,1
Oregon,Cities,North Bend2,,Disability,0
Oregon,Cities,North Bend2,,Gender,0
Oregon,Cities,North Bend2,,Gender Identity,0
Oregon,Cities,North Bend2,,1st Quarter,0
Oregon,Cities,North Bend2,,2nd Quarter,3
Oregon,Cities,North Bend2,,3rd Quarter,0
Oregon,Cities,North Bend2,,4th Quarter,1
Oregon,Cities,Ontario,,Ancestry,2
Oregon,Cities,Ontario,,Religion,0
Oregon,Cities,Ontario,,Sexual orientation,0
Oregon,Cities,Ontario,,Disability,0
Oregon,Cities,Ontario,,Gender,0
Oregon,Cities,Ontario,,Gender Identity,0
Oregon,Cities,Ontario,,1st Quarter,0
Oregon,Cities,Ontario,,2nd Quarter,0
Oregon,Cities,Ontario,,3rd Quarter,0
Oregon,Cities,Ontario,,4th Quarter,2
Oregon,Cities,Oregon City,,Ancestry,5
Oregon,Cities,Oregon City,,Religion,0
Oregon,Cities,Oregon City,,Sexual orientation,0
Oregon,Cities,Oregon City,,Disability,0
Oregon,Cities,Oregon City,,Gender,0
Oregon,Cities,Oregon City,,Gender Identity,2
Oregon,Cities,Oregon City,,1st Quarter,1
Oregon,Cities,Oregon City,,2nd Quarter,3
Oregon,Cities,Oregon City,,3rd Quarter,3
Oregon,Cities,Oregon City,,4th Quarter,0
Oregon,Cities,Pendleton,,Ancestry,0
Oregon,Cities,Pendleton,,Religion,0
Oregon,Cities,Pendleton,,Sexual orientation,0
Oregon,Cities,Pendleton,,Disability,1
Oregon,Cities,Pendleton,,Gender,0
Oregon,Cities,Pendleton,,Gender Identity,0
Oregon,Cities,Pendleton,,1st Quarter,0
Oregon,Cities,Pendleton,,2nd Quarter,1
Oregon,Cities,Pendleton,,3rd Quarter,0
Oregon,Cities,Pendleton,,4th Quarter,0
Oregon,Cities,Phoenix,,Ancestry,1
Oregon,Cities,Phoenix,,Religion,0
Oregon,Cities,Phoenix,,Sexual orientation,0
Oregon,Cities,Phoenix,,Disability,0
Oregon,Cities,Phoenix,,Gender,0
Oregon,Cities,Phoenix,,Gender Identity,0
Oregon,Cities,Phoenix,,1st Quarter,1
Oregon,Cities,Phoenix,,2nd Quarter,0
Oregon,Cities,Phoenix,,3rd Quarter,0
Oregon,Cities,Phoenix,,4th Quarter,0
Oregon,Cities,Portland2,,Ancestry,28
Oregon,Cities,Portland2,,Religion,2
Oregon,Cities,Portland2,,Sexual orientation,9
Oregon,Cities,Portland2,,Disability,0
Oregon,Cities,Portland2,,Gender,1
Oregon,Cities,Portland2,,Gender Identity,0
Oregon,Cities,Portland2,,1st Quarter,8
Oregon,Cities,Portland2,,2nd Quarter,10
Oregon,Cities,Portland2,,3rd Quarter,10
Oregon,Cities,Portland2,,4th Quarter,10
Oregon,Cities,Rainier2,,Ancestry,1
Oregon,Cities,Rainier2,,Religion,0
Oregon,Cities,Rainier2,,Sexual orientation,1
Oregon,Cities,Rainier2,,Disability,0
Oregon,Cities,Rainier2,,Gender,0
Oregon,Cities,Rainier2,,Gender Identity,0
Oregon,Cities,Rainier2,,1st Quarter,0
Oregon,Cities,Rainier2,,2nd Quarter,0
Oregon,Cities,Rainier2,,3rd Quarter,0
Oregon,Cities,Rainier2,,4th Quarter,1
Oregon,Cities,Reedsport,,Ancestry,1
Oregon,Cities,Reedsport,,Religion,1
Oregon,Cities,Reedsport,,Sexual orientation,0
Oregon,Cities,Reedsport,,Disability,0
Oregon,Cities,Reedsport,,Gender,0
Oregon,Cities,Reedsport,,Gender Identity,0
Oregon,Cities,Reedsport,,1st Quarter,0
Oregon,Cities,Reedsport,,2nd Quarter,2
Oregon,Cities,Reedsport,,3rd Quarter,0
Oregon,Cities,Reedsport,,4th Quarter,0
Oregon,Cities,Roseburg,,Ancestry,1
Oregon,Cities,Roseburg,,Religion,0
Oregon,Cities,Roseburg,,Sexual orientation,0
Oregon,Cities,Roseburg,,Disability,0
Oregon,Cities,Roseburg,,Gender,0
Oregon,Cities,Roseburg,,Gender Identity,0
Oregon,Cities,Roseburg,,1st Quarter,0
Oregon,Cities,Roseburg,,2nd Quarter,1
Oregon,Cities,Roseburg,,3rd Quarter,0
Oregon,Cities,Roseburg,,4th Quarter,0
Oregon,Cities,Salem2,,Ancestry,21
Oregon,Cities,Salem2,,Religion,2
Oregon,Cities,Salem2,,Sexual orientation,5
Oregon,Cities,Salem2,,Disability,0
Oregon,Cities,Salem2,,Gender,0
Oregon,Cities,Salem2,,Gender Identity,2
Oregon,Cities,Salem2,,1st Quarter,6
Oregon,Cities,Salem2,,2nd Quarter,9
Oregon,Cities,Salem2,,3rd Quarter,8
Oregon,Cities,Salem2,,4th Quarter,6
Oregon,Cities,Sherwood,,Ancestry,2
Oregon,Cities,Sherwood,,Religion,0
Oregon,Cities,Sherwood,,Sexual orientation,0
Oregon,Cities,Sherwood,,Disability,0
Oregon,Cities,Sherwood,,Gender,0
Oregon,Cities,Sherwood,,Gender Identity,0
Oregon,Cities,Sherwood,,1st Quarter,1
Oregon,Cities,Sherwood,,2nd Quarter,1
Oregon,Cities,Sherwood,,3rd Quarter,0
Oregon,Cities,Sherwood,,4th Quarter,0
Oregon,Cities,Silverton,,Ancestry,1
Oregon,Cities,Silverton,,Religion,0
Oregon,Cities,Silverton,,Sexual orientation,0
Oregon,Cities,Silverton,,Disability,0
Oregon,Cities,Silverton,,Gender,0
Oregon,Cities,Silverton,,Gender Identity,0
Oregon,Cities,Silverton,,1st Quarter,0
Oregon,Cities,Silverton,,2nd Quarter,1
Oregon,Cities,Silverton,,3rd Quarter,0
Oregon,Cities,Silverton,,4th Quarter,0
Oregon,Cities,Springfield,,Ancestry,7
Oregon,Cities,Springfield,,Religion,3
Oregon,Cities,Springfield,,Sexual orientation,0
Oregon,Cities,Springfield,,Disability,0
Oregon,Cities,Springfield,,Gender,0
Oregon,Cities,Springfield,,Gender Identity,0
Oregon,Cities,Springfield,,1st Quarter,0
Oregon,Cities,Springfield,,2nd Quarter,4
Oregon,Cities,Springfield,,3rd Quarter,3
Oregon,Cities,Springfield,,4th Quarter,3
Oregon,Cities,Sutherlin,,Ancestry,1
Oregon,Cities,Sutherlin,,Religion,0
Oregon,Cities,Sutherlin,,Sexual orientation,0
Oregon,Cities,Sutherlin,,Disability,0
Oregon,Cities,Sutherlin,,Gender,0
Oregon,Cities,Sutherlin,,Gender Identity,0
Oregon,Cities,Sutherlin,,1st Quarter,0
Oregon,Cities,Sutherlin,,2nd Quarter,0
Oregon,Cities,Sutherlin,,3rd Quarter,0
Oregon,Cities,Sutherlin,,4th Quarter,1
Oregon,Cities,Talent,,Ancestry,0
Oregon,Cities,Talent,,Religion,1
Oregon,Cities,Talent,,Sexual orientation,0
Oregon,Cities,Talent,,Disability,0
Oregon,Cities,Talent,,Gender,0
Oregon,Cities,Talent,,Gender Identity,0
Oregon,Cities,Talent,,1st Quarter,0
Oregon,Cities,Talent,,2nd Quarter,0
Oregon,Cities,Talent,,3rd Quarter,0
Oregon,Cities,Talent,,4th Quarter,1
Oregon,Cities,Tigard,,Ancestry,11
Oregon,Cities,Tigard,,Religion,1
Oregon,Cities,Tigard,,Sexual orientation,1
Oregon,Cities,Tigard,,Disability,0
Oregon,Cities,Tigard,,Gender,0
Oregon,Cities,Tigard,,Gender Identity,0
Oregon,Cities,Tigard,,1st Quarter,2
Oregon,Cities,Tigard,,2nd Quarter,5
Oregon,Cities,Tigard,,3rd Quarter,4
Oregon,Cities,Tigard,,4th Quarter,2
Oregon,Cities,Tualatin,,Ancestry,4
Oregon,Cities,Tualatin,,Religion,0
Oregon,Cities,Tualatin,,Sexual orientation,0
Oregon,Cities,Tualatin,,Disability,0
Oregon,Cities,Tualatin,,Gender,1
Oregon,Cities,Tualatin,,Gender Identity,0
Oregon,Cities,Tualatin,,1st Quarter,0
Oregon,Cities,Tualatin,,2nd Quarter,1
Oregon,Cities,Tualatin,,3rd Quarter,1
Oregon,Cities,Tualatin,,4th Quarter,3
Oregon,Cities,Turner,,Ancestry,1
Oregon,Cities,Turner,,Religion,0
Oregon,Cities,Turner,,Sexual orientation,0
Oregon,Cities,Turner,,Disability,0
Oregon,Cities,Turner,,Gender,0
Oregon,Cities,Turner,,Gender Identity,0
Oregon,Cities,Turner,,1st Quarter,0
Oregon,Cities,Turner,,2nd Quarter,0
Oregon,Cities,Turner,,3rd Quarter,1
Oregon,Cities,Turner,,4th Quarter, 
Oregon,Cities,Umatilla,,Ancestry,2
Oregon,Cities,Umatilla,,Religion,0
Oregon,Cities,Umatilla,,Sexual orientation,0
Oregon,Cities,Umatilla,,Disability,0
Oregon,Cities,Umatilla,,Gender,0
Oregon,Cities,Umatilla,,Gender Identity,0
Oregon,Cities,Umatilla,,1st Quarter,0
Oregon,Cities,Umatilla,,2nd Quarter,0
Oregon,Cities,Umatilla,,3rd Quarter,1
Oregon,Cities,Umatilla,,4th Quarter,1
Oregon,Cities,West Linn,,Ancestry,2
Oregon,Cities,West Linn,,Religion,1
Oregon,Cities,West Linn,,Sexual orientation,0
Oregon,Cities,West Linn,,Disability,0
Oregon,Cities,West Linn,,Gender,0
Oregon,Cities,West Linn,,Gender Identity,0
Oregon,Cities,West Linn,,1st Quarter,0
Oregon,Cities,West Linn,,2nd Quarter,0
Oregon,Cities,West Linn,,3rd Quarter,2
Oregon,Cities,West Linn,,4th Quarter,1
Oregon,Cities,Woodburn,,Ancestry,1
Oregon,Cities,Woodburn,,Religion,0
Oregon,Cities,Woodburn,,Sexual orientation,0
Oregon,Cities,Woodburn,,Disability,0
Oregon,Cities,Woodburn,,Gender,0
Oregon,Cities,Woodburn,,Gender Identity,0
Oregon,Cities,Woodburn,,1st Quarter,0
Oregon,Cities,Woodburn,,2nd Quarter,0
Oregon,Cities,Woodburn,,3rd Quarter,0
Oregon,Cities,Woodburn,,4th Quarter,1
Oregon,Universities and Colleges,Portland State University,,Ancestry,1
Oregon,Universities and Colleges,Portland State University,,Religion,1
Oregon,Universities and Colleges,Portland State University,,Sexual orientation,0
Oregon,Universities and Colleges,Portland State University,,Disability,0
Oregon,Universities and Colleges,Portland State University,,Gender,0
Oregon,Universities and Colleges,Portland State University,,Gender Identity,0
Oregon,Universities and Colleges,Portland State University,,1st Quarter,2
Oregon,Universities and Colleges,Portland State University,,2nd Quarter,0
Oregon,Universities and Colleges,Portland State University,,3rd Quarter,0
Oregon,Universities and Colleges,Portland State University,,4th Quarter,0
Oregon,Metropolitan Counties,Clackamas,,Ancestry,8
Oregon,Metropolitan Counties,Clackamas,,Religion,0
Oregon,Metropolitan Counties,Clackamas,,Sexual orientation,0
Oregon,Metropolitan Counties,Clackamas,,Disability,0
Oregon,Metropolitan Counties,Clackamas,,Gender,0
Oregon,Metropolitan Counties,Clackamas,,Gender Identity,1
Oregon,Metropolitan Counties,Clackamas,,1st Quarter,2
Oregon,Metropolitan Counties,Clackamas,,2nd Quarter,0
Oregon,Metropolitan Counties,Clackamas,,3rd Quarter,3
Oregon,Metropolitan Counties,Clackamas,,4th Quarter,4
Oregon,Metropolitan Counties,Jackson,,Ancestry,1
Oregon,Metropolitan Counties,Jackson,,Religion,0
Oregon,Metropolitan Counties,Jackson,,Sexual orientation,0
Oregon,Metropolitan Counties,Jackson,,Disability,0
Oregon,Metropolitan Counties,Jackson,,Gender,0
Oregon,Metropolitan Counties,Jackson,,Gender Identity,1
Oregon,Metropolitan Counties,Jackson,,1st Quarter,1
Oregon,Metropolitan Counties,Jackson,,2nd Quarter,1
Oregon,Metropolitan Counties,Jackson,,3rd Quarter,0
Oregon,Metropolitan Counties,Jackson,,4th Quarter,0
Oregon,Metropolitan Counties,Josephine,,Ancestry,0
Oregon,Metropolitan Counties,Josephine,,Religion,0
Oregon,Metropolitan Counties,Josephine,,Sexual orientation,2
Oregon,Metropolitan Counties,Josephine,,Disability,0
Oregon,Metropolitan Counties,Josephine,,Gender,0
Oregon,Metropolitan Counties,Josephine,,Gender Identity,0
Oregon,Metropolitan Counties,Josephine,,1st Quarter,1
Oregon,Metropolitan Counties,Josephine,,2nd Quarter,0
Oregon,Metropolitan Counties,Josephine,,3rd Quarter,1
Oregon,Metropolitan Counties,Josephine,,4th Quarter,0
Oregon,Metropolitan Counties,Linn,,Ancestry,1
Oregon,Metropolitan Counties,Linn,,Religion,0
Oregon,Metropolitan Counties,Linn,,Sexual orientation,0
Oregon,Metropolitan Counties,Linn,,Disability,0
Oregon,Metropolitan Counties,Linn,,Gender,0
Oregon,Metropolitan Counties,Linn,,Gender Identity,0
Oregon,Metropolitan Counties,Linn,,1st Quarter,0
Oregon,Metropolitan Counties,Linn,,2nd Quarter,0
Oregon,Metropolitan Counties,Linn,,3rd Quarter,1
Oregon,Metropolitan Counties,Linn,,4th Quarter,0
Oregon,Metropolitan Counties,Polk,,Ancestry,3
Oregon,Metropolitan Counties,Polk,,Religion,0
Oregon,Metropolitan Counties,Polk,,Sexual orientation,0
Oregon,Metropolitan Counties,Polk,,Disability,0
Oregon,Metropolitan Counties,Polk,,Gender,0
Oregon,Metropolitan Counties,Polk,,Gender Identity,0
Oregon,Metropolitan Counties,Polk,,1st Quarter,0
Oregon,Metropolitan Counties,Polk,,2nd Quarter,3
Oregon,Metropolitan Counties,Polk,,3rd Quarter,0
Oregon,Metropolitan Counties,Polk,,4th Quarter,0
Oregon,Metropolitan Counties,Washington,,Ancestry,2
Oregon,Metropolitan Counties,Washington,,Religion,0
Oregon,Metropolitan Counties,Washington,,Sexual orientation,0
Oregon,Metropolitan Counties,Washington,,Disability,0
Oregon,Metropolitan Counties,Washington,,Gender,0
Oregon,Metropolitan Counties,Washington,,Gender Identity,0
Oregon,Metropolitan Counties,Washington,,1st Quarter,0
Oregon,Metropolitan Counties,Washington,,2nd Quarter,1
Oregon,Metropolitan Counties,Washington,,3rd Quarter,0
Oregon,Metropolitan Counties,Washington,,4th Quarter,1
Oregon,Metropolitan Counties,Yamhill,,Ancestry,0
Oregon,Metropolitan Counties,Yamhill,,Religion,1
Oregon,Metropolitan Counties,Yamhill,,Sexual orientation,0
Oregon,Metropolitan Counties,Yamhill,,Disability,0
Oregon,Metropolitan Counties,Yamhill,,Gender,0
Oregon,Metropolitan Counties,Yamhill,,Gender Identity,0
Oregon,Metropolitan Counties,Yamhill,,1st Quarter,0
Oregon,Metropolitan Counties,Yamhill,,2nd Quarter,1
Oregon,Metropolitan Counties,Yamhill,,3rd Quarter,0
Oregon,Metropolitan Counties,Yamhill,,4th Quarter,0
Oregon,Nonmetropolitan Counties,Jefferson,,Ancestry,2
Oregon,Nonmetropolitan Counties,Jefferson,,Religion,0
Oregon,Nonmetropolitan Counties,Jefferson,,Sexual orientation,0
Oregon,Nonmetropolitan Counties,Jefferson,,Disability,0
Oregon,Nonmetropolitan Counties,Jefferson,,Gender,0
Oregon,Nonmetropolitan Counties,Jefferson,,Gender Identity,0
Oregon,Nonmetropolitan Counties,Jefferson,,1st Quarter,0
Oregon,Nonmetropolitan Counties,Jefferson,,2nd Quarter,0
Oregon,Nonmetropolitan Counties,Jefferson,,3rd Quarter,0
Oregon,Nonmetropolitan Counties,Jefferson,,4th Quarter,2
Oregon,Nonmetropolitan Counties,Klamath,,Ancestry,2
Oregon,Nonmetropolitan Counties,Klamath,,Religion,0
Oregon,Nonmetropolitan Counties,Klamath,,Sexual orientation,1
Oregon,Nonmetropolitan Counties,Klamath,,Disability,0
Oregon,Nonmetropolitan Counties,Klamath,,Gender,0
Oregon,Nonmetropolitan Counties,Klamath,,Gender Identity,0
Oregon,Nonmetropolitan Counties,Klamath,,1st Quarter, 
Oregon,Nonmetropolitan Counties,Klamath,,2nd Quarter, 
Oregon,Nonmetropolitan Counties,Klamath,,3rd Quarter,1
Oregon,Nonmetropolitan Counties,Klamath,,4th Quarter,2
Oregon,Nonmetropolitan Counties,Lincoln,,Ancestry,1
Oregon,Nonmetropolitan Counties,Lincoln,,Religion,0
Oregon,Nonmetropolitan Counties,Lincoln,,Sexual orientation,0
Oregon,Nonmetropolitan Counties,Lincoln,,Disability,0
Oregon,Nonmetropolitan Counties,Lincoln,,Gender,0
Oregon,Nonmetropolitan Counties,Lincoln,,Gender Identity,0
Oregon,Nonmetropolitan Counties,Lincoln,,1st Quarter,1
Oregon,Nonmetropolitan Counties,Lincoln,,2nd Quarter,0
Oregon,Nonmetropolitan Counties,Lincoln,,3rd Quarter,0
Oregon,Nonmetropolitan Counties,Lincoln,,4th Quarter,0
Oregon,Nonmetropolitan Counties,Tillamook,,Ancestry,0
Oregon,Nonmetropolitan Counties,Tillamook,,Religion,0
Oregon,Nonmetropolitan Counties,Tillamook,,Sexual orientation,1
Oregon,Nonmetropolitan Counties,Tillamook,,Disability,0
Oregon,Nonmetropolitan Counties,Tillamook,,Gender,0
Oregon,Nonmetropolitan Counties,Tillamook,,Gender Identity,0
Oregon,Nonmetropolitan Counties,Tillamook,,1st Quarter,0
Oregon,Nonmetropolitan Counties,Tillamook,,2nd Quarter,0
Oregon,Nonmetropolitan Counties,Tillamook,,3rd Quarter,0
Oregon,Nonmetropolitan Counties,Tillamook,,4th Quarter,1
Oregon,Nonmetropolitan Counties,Union,,Ancestry,0
Oregon,Nonmetropolitan Counties,Union,,Religion,1
Oregon,Nonmetropolitan Counties,Union,,Sexual orientation,0
Oregon,Nonmetropolitan Counties,Union,,Disability,0
Oregon,Nonmetropolitan Counties,Union,,Gender,0
Oregon,Nonmetropolitan Counties,Union,,Gender Identity,0
Oregon,Nonmetropolitan Counties,Union,,1st Quarter,0
Oregon,Nonmetropolitan Counties,Union,,2nd Quarter,0
Oregon,Nonmetropolitan Counties,Union,,3rd Quarter,1
Oregon,Nonmetropolitan Counties,Union,,4th Quarter,0
Oregon,State Police Agencies,State Police:,,Ancestry,1
Oregon,State Police Agencies,State Police:,,Religion,0
Oregon,State Police Agencies,State Police:,,Sexual orientation,0
Oregon,State Police Agencies,State Police:,,Disability,0
Oregon,State Police Agencies,State Police:,,Gender,0
Oregon,State Police Agencies,State Police:,,Gender Identity,0
Oregon,State Police Agencies,State Police:,,1st Quarter,0
Oregon,State Police Agencies,State Police:,,2nd Quarter,1
Oregon,State Police Agencies,State Police:,,3rd Quarter,0
Oregon,State Police Agencies,State Police:,,4th Quarter,0
Pennsylvania,Cities,Altoona,,Ancestry,2
Pennsylvania,Cities,Altoona,,Religion,0
Pennsylvania,Cities,Altoona,,Sexual orientation,0
Pennsylvania,Cities,Altoona,,Disability,0
Pennsylvania,Cities,Altoona,,Gender,0
Pennsylvania,Cities,Altoona,,Gender Identity,0
Pennsylvania,Cities,Altoona,,1st Quarter,0
Pennsylvania,Cities,Altoona,,2nd Quarter,0
Pennsylvania,Cities,Altoona,,3rd Quarter,1
Pennsylvania,Cities,Altoona,,4th Quarter,1
Pennsylvania,Cities,East Earl Township,,Ancestry,1
Pennsylvania,Cities,East Earl Township,,Religion,0
Pennsylvania,Cities,East Earl Township,,Sexual orientation,0
Pennsylvania,Cities,East Earl Township,,Disability,0
Pennsylvania,Cities,East Earl Township,,Gender,0
Pennsylvania,Cities,East Earl Township,,Gender Identity,0
Pennsylvania,Cities,East Earl Township,,1st Quarter,1
Pennsylvania,Cities,East Earl Township,,2nd Quarter,0
Pennsylvania,Cities,East Earl Township,,3rd Quarter,0
Pennsylvania,Cities,East Earl Township,,4th Quarter,0
Pennsylvania,Cities,East Pennsboro Township,,Ancestry,1
Pennsylvania,Cities,East Pennsboro Township,,Religion,1
Pennsylvania,Cities,East Pennsboro Township,,Sexual orientation,0
Pennsylvania,Cities,East Pennsboro Township,,Disability,0
Pennsylvania,Cities,East Pennsboro Township,,Gender,0
Pennsylvania,Cities,East Pennsboro Township,,Gender Identity,0
Pennsylvania,Cities,East Pennsboro Township,,1st Quarter,1
Pennsylvania,Cities,East Pennsboro Township,,2nd Quarter,1
Pennsylvania,Cities,East Pennsboro Township,,3rd Quarter,0
Pennsylvania,Cities,East Pennsboro Township,,4th Quarter,0
Pennsylvania,Cities,Gettysburg,,Ancestry,1
Pennsylvania,Cities,Gettysburg,,Religion,0
Pennsylvania,Cities,Gettysburg,,Sexual orientation,0
Pennsylvania,Cities,Gettysburg,,Disability,0
Pennsylvania,Cities,Gettysburg,,Gender,0
Pennsylvania,Cities,Gettysburg,,Gender Identity,0
Pennsylvania,Cities,Gettysburg,,1st Quarter, 
Pennsylvania,Cities,Gettysburg,,2nd Quarter, 
Pennsylvania,Cities,Gettysburg,,3rd Quarter, 
Pennsylvania,Cities,Gettysburg,,4th Quarter,1
Pennsylvania,Cities,Johnsonburg,,Ancestry,1
Pennsylvania,Cities,Johnsonburg,,Religion,0
Pennsylvania,Cities,Johnsonburg,,Sexual orientation,0
Pennsylvania,Cities,Johnsonburg,,Disability,0
Pennsylvania,Cities,Johnsonburg,,Gender,0
Pennsylvania,Cities,Johnsonburg,,Gender Identity,0
Pennsylvania,Cities,Johnsonburg,,1st Quarter,0
Pennsylvania,Cities,Johnsonburg,,2nd Quarter,1
Pennsylvania,Cities,Johnsonburg,,3rd Quarter,0
Pennsylvania,Cities,Johnsonburg,,4th Quarter,0
Pennsylvania,Cities,Meadville,,Ancestry,2
Pennsylvania,Cities,Meadville,,Religion,0
Pennsylvania,Cities,Meadville,,Sexual orientation,0
Pennsylvania,Cities,Meadville,,Disability,0
Pennsylvania,Cities,Meadville,,Gender,0
Pennsylvania,Cities,Meadville,,Gender Identity,0
Pennsylvania,Cities,Meadville,,1st Quarter,0
Pennsylvania,Cities,Meadville,,2nd Quarter,2
Pennsylvania,Cities,Meadville,,3rd Quarter,0
Pennsylvania,Cities,Meadville,,4th Quarter,0
Pennsylvania,Cities,New Hope,,Ancestry,1
Pennsylvania,Cities,New Hope,,Religion,0
Pennsylvania,Cities,New Hope,,Sexual orientation,0
Pennsylvania,Cities,New Hope,,Disability,0
Pennsylvania,Cities,New Hope,,Gender,0
Pennsylvania,Cities,New Hope,,Gender Identity,0
Pennsylvania,Cities,New Hope,,1st Quarter,0
Pennsylvania,Cities,New Hope,,2nd Quarter,1
Pennsylvania,Cities,New Hope,,3rd Quarter,0
Pennsylvania,Cities,New Hope,,4th Quarter,0
Pennsylvania,Cities,Philadelphia,,Ancestry,36
Pennsylvania,Cities,Philadelphia,,Religion,9
Pennsylvania,Cities,Philadelphia,,Sexual orientation,3
Pennsylvania,Cities,Philadelphia,,Disability,0
Pennsylvania,Cities,Philadelphia,,Gender,0
Pennsylvania,Cities,Philadelphia,,Gender Identity,2
Pennsylvania,Cities,Philadelphia,,1st Quarter,19
Pennsylvania,Cities,Philadelphia,,2nd Quarter,10
Pennsylvania,Cities,Philadelphia,,3rd Quarter,15
Pennsylvania,Cities,Philadelphia,,4th Quarter,6
Pennsylvania,Cities,Pittsburgh,,Ancestry,3
Pennsylvania,Cities,Pittsburgh,,Religion,2
Pennsylvania,Cities,Pittsburgh,,Sexual orientation,0
Pennsylvania,Cities,Pittsburgh,,Disability,0
Pennsylvania,Cities,Pittsburgh,,Gender,0
Pennsylvania,Cities,Pittsburgh,,Gender Identity,0
Pennsylvania,Cities,Pittsburgh,,1st Quarter,0
Pennsylvania,Cities,Pittsburgh,,2nd Quarter,2
Pennsylvania,Cities,Pittsburgh,,3rd Quarter,2
Pennsylvania,Cities,Pittsburgh,,4th Quarter,1
Pennsylvania,Cities,Pocono Mountain Regional,,Ancestry,1
Pennsylvania,Cities,Pocono Mountain Regional,,Religion,0
Pennsylvania,Cities,Pocono Mountain Regional,,Sexual orientation,0
Pennsylvania,Cities,Pocono Mountain Regional,,Disability,0
Pennsylvania,Cities,Pocono Mountain Regional,,Gender,0
Pennsylvania,Cities,Pocono Mountain Regional,,Gender Identity,0
Pennsylvania,Cities,Pocono Mountain Regional,,1st Quarter,0
Pennsylvania,Cities,Pocono Mountain Regional,,2nd Quarter,1
Pennsylvania,Cities,Pocono Mountain Regional,,3rd Quarter,0
Pennsylvania,Cities,Pocono Mountain Regional,,4th Quarter,0
Pennsylvania,Cities,Pottsville,,Ancestry,1
Pennsylvania,Cities,Pottsville,,Religion,0
Pennsylvania,Cities,Pottsville,,Sexual orientation,0
Pennsylvania,Cities,Pottsville,,Disability,0
Pennsylvania,Cities,Pottsville,,Gender,0
Pennsylvania,Cities,Pottsville,,Gender Identity,0
Pennsylvania,Cities,Pottsville,,1st Quarter, 
Pennsylvania,Cities,Pottsville,,2nd Quarter, 
Pennsylvania,Cities,Pottsville,,3rd Quarter,1
Pennsylvania,Cities,Pottsville,,4th Quarter, 
Pennsylvania,Cities,Reading,,Ancestry,2
Pennsylvania,Cities,Reading,,Religion,0
Pennsylvania,Cities,Reading,,Sexual orientation,0
Pennsylvania,Cities,Reading,,Disability,0
Pennsylvania,Cities,Reading,,Gender,0
Pennsylvania,Cities,Reading,,Gender Identity,0
Pennsylvania,Cities,Reading,,1st Quarter,1
Pennsylvania,Cities,Reading,,2nd Quarter,1
Pennsylvania,Cities,Reading,,3rd Quarter,0
Pennsylvania,Cities,Reading,,4th Quarter,0
Pennsylvania,Cities,Southern Chester County Regional,,Ancestry,0
Pennsylvania,Cities,Southern Chester County Regional,,Religion,1
Pennsylvania,Cities,Southern Chester County Regional,,Sexual orientation,0
Pennsylvania,Cities,Southern Chester County Regional,,Disability,0
Pennsylvania,Cities,Southern Chester County Regional,,Gender,0
Pennsylvania,Cities,Southern Chester County Regional,,Gender Identity,0
Pennsylvania,Cities,Southern Chester County Regional,,1st Quarter,0
Pennsylvania,Cities,Southern Chester County Regional,,2nd Quarter,0
Pennsylvania,Cities,Southern Chester County Regional,,3rd Quarter,0
Pennsylvania,Cities,Southern Chester County Regional,,4th Quarter,1
Pennsylvania,Cities,South Greensburg,,Ancestry,1
Pennsylvania,Cities,South Greensburg,,Religion,0
Pennsylvania,Cities,South Greensburg,,Sexual orientation,0
Pennsylvania,Cities,South Greensburg,,Disability,0
Pennsylvania,Cities,South Greensburg,,Gender,0
Pennsylvania,Cities,South Greensburg,,Gender Identity,0
Pennsylvania,Cities,South Greensburg,,1st Quarter,0
Pennsylvania,Cities,South Greensburg,,2nd Quarter,1
Pennsylvania,Cities,South Greensburg,,3rd Quarter,0
Pennsylvania,Cities,South Greensburg,,4th Quarter,0
Pennsylvania,Cities,State College,,Ancestry,1
Pennsylvania,Cities,State College,,Religion,0
Pennsylvania,Cities,State College,,Sexual orientation,0
Pennsylvania,Cities,State College,,Disability,0
Pennsylvania,Cities,State College,,Gender,0
Pennsylvania,Cities,State College,,Gender Identity,0
Pennsylvania,Cities,State College,,1st Quarter,0
Pennsylvania,Cities,State College,,2nd Quarter,1
Pennsylvania,Cities,State College,,3rd Quarter,0
Pennsylvania,Cities,State College,,4th Quarter,0
Pennsylvania,Cities,Upper Darby Township,,Ancestry,1
Pennsylvania,Cities,Upper Darby Township,,Religion,0
Pennsylvania,Cities,Upper Darby Township,,Sexual orientation,0
Pennsylvania,Cities,Upper Darby Township,,Disability,0
